1	手掌软硬度异常
0	常异度硬软掌手
1	多发性针尖样瘀点
0	点瘀样尖针性发多
1	肩臂外侧的感觉障碍和功能受限
0	限受能功和碍障觉感的侧外臂肩
1	下肢或周身软瘫
0	瘫软身周或肢下
1	累及整个腹腔的腹膜炎
0	炎膜腹的腔腹个整及累
1	皮肤黏膜出血
0	血出膜黏肤皮
1	言语自动症
0	症动自语言
1	脉搏短绌
0	绌短搏脉
1	吞咽时胸痛
0	痛胸时咽吞
1	眼结膜水肿及角膜溃疡
0	疡溃膜角及肿水膜结眼
1	带血性分泌物
0	物泌分性血带
1	蓝黄色盲
0	盲色黄蓝
1	骨核出现迟
0	迟现出核骨
1	失水
0	水失
1	皮肤粘连
0	连粘肤皮
1	晕轮效应
0	应效轮晕
1	口唇出血
0	血出唇口
1	肝淤血
0	血淤肝
1	颌下腺导管口有咸味或脓性分泌物排出
0	出排物泌分性脓或味咸有口管导腺下颌
1	脓疱
0	疱脓
1	小儿尿血
0	血尿儿小
1	运动腹痛
0	痛腹动运
1	下腹部钝痛和酸胀感
0	感胀酸和痛钝部腹下
1	肢端发绀
0	绀发端肢
1	雄激素过多
0	多过素激雄
1	趾短小
0	小短趾
1	耳壳的干性坏死
0	死坏性干的壳耳
1	喉部痉挛
0	挛痉部喉
1	低血磷
0	磷血低
1	汗闭现象
0	象现闭汗
1	栓塞性肾炎
0	炎肾性塞栓
1	餐后血糖高
0	高糖血后餐
1	局部压痛
0	痛压部局
1	睑结膜硬而扁平的乳头
0	头乳的平扁而硬膜结睑
1	右侧束支传导阻滞
0	滞阻导传支束侧右
1	阑尾缺血充血
0	血充血缺尾阑
1	骨痒
0	痒骨
1	颌骨发育过度
0	度过育发骨颌
1	拔牙后出血不止
0	止不血出后牙拔
1	毛发干枯
0	枯干发毛
1	低磷血症
0	症血磷低
1	重度痛
0	痛度重
1	耳痒
0	痒耳
1	腰酸
0	酸腰
1	新生儿期癫痫持续状态
0	态状续持痫癫期儿生新
1	卵巢性多毛
0	毛多性巢卵
1	被迫体位
0	位体迫被
1	纤维结构不良
0	良不构结维纤
1	胸膜摩擦音
0	音擦摩膜胸
1	肺实变
0	变实肺
1	易跌倒
0	倒跌易
1	埋藏齿
0	齿藏埋
1	皮质素不足
0	足不素质皮
1	色情行为
0	为行情色
1	营养障碍
0	碍障养营
1	髋外侧可见皮下瘀血斑
0	斑血瘀下皮见可侧外髋
1	高血氮
0	氮血高
1	脉缓
0	缓脉
1	肛门湿疹瘙痒
0	痒瘙疹湿门肛
1	肝功能不全
0	全不能功肝
1	肘外侧夜间痛
0	痛间夜侧外肘
1	肾包膜过度膨胀
0	胀膨度过膜包肾
1	回肠重复畸形
0	形畸复重肠回
1	皮损似干燥的灰泥样
0	样泥灰的燥干似损皮
1	低血钾
0	钾血低
1	一侧阴囊内逐渐增大的无痛性肿块
0	块肿性痛无的大增渐逐内囊阴侧一
1	疱疹
0	疹疱
1	脚趾皮肤黄泡后紫黑
0	黑紫后泡黄肤皮趾脚
1	肝病容
0	容病肝
1	手、足部厚壁水疱
0	疱水壁厚部足、手
1	内脏出血
0	血出脏内
1	老年妇女乳房增大
0	大增房乳女妇年老
1	人格解体
0	体解格人
1	胎儿酒精影响
0	响影精酒儿胎
1	胎儿宫内窒息
0	息窒内宫儿胎
1	牙龈深红或暗红色
0	色红暗或红深龈牙
1	腹部伤口流出粪便样物
0	物样便粪出流口伤部腹
1	肝腹水
0	水腹肝
1	步态异常
0	常异态步
1	孕妇非妊娠原因的腹痛
0	痛腹的因原娠妊非妇孕
1	悬垂型心脏
0	脏心型垂悬
1	黄色结节
0	节结色黄
1	脚底干裂
0	裂干底脚
1	非怀孕的下腹增大
0	大增腹下的孕怀非
1	肠道张力减低
0	低减力张道肠
1	数目较多的咖啡牛奶斑
0	斑奶牛啡咖的多较目数
1	颈肩痛
0	痛肩颈
1	肌肉压痛
0	痛压肉肌
1	蹼状瘢痕
0	痕瘢状蹼
1	腹壁切口处有肿物突出
0	出突物肿有处口切壁腹
1	打软腿
0	腿软打
1	情绪低落
0	落低绪情
1	视觉失认
0	认失觉视
1	溃疡疼痛
0	痛疼疡溃
1	膈麻痹
0	痹麻膈
1	蹒跚步态
0	态步跚蹒
1	蜂窝肺
0	肺窝蜂
1	颅面骨畸形
0	形畸骨面颅
1	脉搏快而弱
0	弱而快搏脉
1	尿道口疼
0	疼口道尿
1	屈光参差性弱视
0	视弱性差参光屈
1	四肢发冷
0	冷发肢四
1	双眉间长痘
0	痘长间眉双
1	非玻璃体的病变眼前飞蚊
0	蚊飞前眼变病的体璃玻非
1	癫痫性头痛
0	痛头性痫癫
1	触觉失调
0	调失觉触
1	四边孔处的局限压痛
0	痛压限局的处孔边四
1	出生后"四凹征"
0	"征凹四"后生出
1	乳房早发育
0	育发早房乳
1	眼睑异物
0	物异睑眼
1	口齿不清
0	清不齿口
1	青春期身体发育缓慢
0	慢缓育发体身期春青
1	蝶形骨折
0	折骨形蝶
1	胸腺高度萎缩
0	缩萎度高腺胸
1	食指和中指僵硬痛麻
0	麻痛硬僵指中和指食
1	构音不清
0	清不音构
1	肘关节伸直位内翻角增大
0	大增角翻内位直伸节关肘
1	咽喉炎
0	炎喉咽
1	月经发黑
0	黑发经月
1	呼吸气为蒜臭味
0	味臭蒜为气吸呼
1	红视
0	视红
1	限局性巩膜膨隆肿物
0	物肿隆膨膜巩性局限
1	咳嗽伴哮鸣音
0	音鸣哮伴嗽咳
1	交感神经代偿性亢进
0	进亢性偿代经神感交
1	卓-艾综合征
0	征合综艾-卓
1	鼻塞排出脓性或血性分泌物
0	物泌分性血或性脓出排塞鼻
1	弦脉
0	脉弦
1	肢体的非凹性水肿
0	肿水性凹非的体肢
1	风湿性多发性肌痛症
0	症痛肌性发多性湿风
1	收缩压下降
0	降下压缩收
1	排尿时外阴灼热、瘙痒或疼痛
0	痛疼或痒瘙、热灼阴外时尿排
1	心理年龄小于生理年龄
0	龄年理生于小龄年理心
1	顽固性便秘
0	秘便性固顽
1	婴儿睡觉不踏实
0	实踏不觉睡儿婴
1	腹股沟处或闭孔处肿胀
0	胀肿处孔闭或处沟股腹
1	肌肉挫伤
0	伤挫肉肌
1	血液改变
0	变改液血
1	肾动脉硬化
0	化硬脉动肾
1	停经
0	经停
1	肘部的肿胀压痛
0	痛压胀肿的部肘
1	局限性肌张力障碍
0	碍障力张肌性限局
1	髋关节积液
0	液积节关髋
1	排便不尽感
0	感尽不便排
1	咯血伴胸痛
0	痛胸伴血咯
1	水肿伴蛋白尿
0	尿白蛋伴肿水
1	痛阈降低
0	低降阈痛
1	下半身无汗或少汗
0	汗少或汗无身半下
1	眦部缺损或眦缺损
0	损缺眦或损缺部眦
1	胃内翻腾或搅拌感
0	感拌搅或腾翻内胃
1	视近困难
0	难困近视
1	胸腰段背部或臀部的疼痛
0	痛疼的部臀或部背段腰胸
1	口渴
0	渴口
1	移动性浊音
0	音浊性动移
1	外斜V征
0	征V斜外
1	应激功能减退
0	退减能功激应
1	上腹壁的中央线缺损
0	损缺线央中的壁腹上
1	脱肛
0	肛脱
1	流清涕
0	涕清流
1	皮肤为金属颜色或石板灰色
0	色灰板石或色颜属金为肤皮
1	一时性便秘
0	秘便性时一
1	痛性红舌
0	舌红性痛
1	双侧下腹坠痛
0	痛坠腹下侧双
1	呼吸减慢而不规则
0	则规不而慢减吸呼
1	甲状腺机能亢进
0	进亢能机腺状甲
1	脊突叩痛
0	痛叩突脊
1	膝关节肿胀积血
0	血积胀肿节关膝
1	口甜
0	甜口
1	肘部扭伤
0	伤扭部肘
1	黏膜干燥
0	燥干膜黏
1	乳房组织大块坏死
0	死坏块大织组房乳
1	呈肾上腺素能依赖性
0	性赖依能素腺上肾呈
1	阴茎短
0	短茎阴
1	眼球运动偏斜扭转
0	转扭斜偏动运球眼
1	嗜红细胞综合征
0	征合综胞细红嗜
1	膀胱容量的减少
0	少减的量容胱膀
1	骶骨处持续性疼痛
0	痛疼性续持处骨骶
1	鼠尾征
0	征尾鼠
1	脾紫癜
0	癜紫脾
1	细菌性心内膜炎
0	炎膜内心性菌细
1	心内分流为右向左
0	左向右为流分内心
1	神志模糊
0	糊模志神
1	皮肤胎痣
0	痣胎肤皮
1	心脏排血受阻
0	阻受血排脏心
1	面部闪电疼痛
0	痛疼电闪部面
1	肌腱拉伤
0	伤拉腱肌
1	排便频率异常
0	常异率频便排
1	老人行动迟缓
0	缓迟动行人老
1	虹膜缺损
0	损缺膜虹
1	网状青斑和坏疽
0	疽坏和斑青状网
1	二碱基氨基酸尿症
0	症尿酸基氨基碱二
1	中枢性耳聋
0	聋耳性枢中
1	心包膜发炎
0	炎发膜包心
1	毒血症
0	症血毒
1	药物过敏反应
0	应反敏过物药
1	无胡须腋毛和阴毛
0	毛阴和毛腋须胡无
1	指甲上起小细粒
0	粒细小起上甲指
1	头目晕沉
0	沉晕目头
1	高位截瘫
0	瘫截位高
1	活动受限
0	限受动活
1	脑干梗塞
0	塞梗干脑
1	流鼻血
0	血鼻流
1	镇静药中毒
0	毒中药静镇
1	缺碘
0	碘缺
1	尿比重下降
0	降下重比尿
1	足底和足背浮肿
0	肿浮背足和底足
1	中度精神发育迟滞
0	滞迟育发神精度中
1	腋窝痛
0	痛窝腋
1	颈部淋巴结肿大
0	大肿结巴淋部颈
1	口腔溃疡
0	疡溃腔口
1	产后垂体坏死
0	死坏体垂后产
1	急性面容
0	容面性急
1	骨髓造血细胞再生障碍
0	碍障生再胞细血造髓骨
1	钙化灶
0	灶化钙
1	鼓腮和吹口哨漏气
0	气漏哨口吹和腮鼓
1	疼痛性股白肿
0	肿白股性痛疼
1	铅管样强直
0	直强样管铅
1	卵巢功能障碍
0	碍障能功巢卵
1	"咳嗽水"上瘾
0	瘾上"水嗽咳"
1	白痰
0	痰白
1	精神运动性活动变坏
0	坏变动活性动运神精
1	隐睾
0	睾隐
1	醛固酮分泌增多
0	多增泌分酮固醛
1	嗜盐
0	盐嗜
1	前臂及手部肌群的缺血性挛缩
0	缩挛性血缺的群肌部手及臂前
1	脊柱生理弯曲消失
0	失消曲弯理生柱脊
1	肺性肥大
0	大肥性肺
1	发作性嗜睡和食欲亢进
0	进亢欲食和睡嗜性作发
1	眼充血
0	血充眼
1	睑结膜的巨大乳头
0	头乳大巨的膜结睑
1	手肌肉萎缩
0	缩萎肉肌手
1	酒精过敏
0	敏过精酒
1	静止性结石
0	石结性止静
1	脑膜刺激症状
0	状症激刺膜脑
1	劳力性晕厥
0	厥晕性力劳
1	锁骨上及前斜角肌淋巴结肿大
0	大肿结巴淋肌角斜前及上骨锁
1	乳腺刺痛
0	痛刺腺乳
1	月经时多时少且淋漓不断
0	断不漓淋且少时多时经月
1	吸吮反射阳性
0	性阳射反吮吸
1	钩骨附近的压痛
0	痛压的近附骨钩
1	肠道吸收水分增加
0	加增分水收吸道肠
1	溃疡
0	疡溃
1	额区感觉减退
0	退减觉感区额
1	生长激素分泌过少
0	少过泌分素激长生
1	肝细胞索支架塌陷
0	陷塌架支索胞细肝
1	犬吠样咳嗽
0	嗽咳样吠犬
1	产褥期恶露
0	露恶期褥产
1	面色潮红
0	红潮色面
1	韧带拉伤
0	伤拉带韧
1	白头粉刺
0	刺粉头白
1	异嗜酸癖
0	癖酸嗜异
1	撕脱骨折
0	折骨脱撕
1	继发性视神经萎缩
0	缩萎经神视性发继
1	鼻子颜色苍白
0	白苍色颜子鼻
1	皮肤多痣
0	痣多肤皮
1	人中圆凸
0	凸圆中人
1	巩膜小泡
0	泡小膜巩
1	单纯醉酒
0	酒醉纯单
1	红斑结节
0	节结斑红
1	神经干断裂
0	裂断干经神
1	听力缺陷
0	陷缺力听
1	食道病变
0	变病道食
1	沥青烧伤
0	伤烧青沥
1	胃内有异物
0	物异有内胃
1	表皮角化
0	化角皮表
1	甲状腺肿大
0	大肿腺状甲
1	眼前异常闪光
0	光闪常异前眼
1	唾液腺肿大
0	大肿腺液唾
1	骨髓损害
0	害损髓骨
1	节段性分离性感觉障碍
0	碍障觉感性离分性段节
1	脓尿
0	尿脓
1	进行性消瘦
0	瘦消性行进
1	四音心律
0	律心音四
1	两臂不能上举而成垂肩
0	肩垂成而举上能不臂两
1	耻区肿块
0	块肿区耻
1	心肌坏死广泛
0	泛广死坏肌心
1	脐血
0	血脐
1	肝内钙化
0	化钙内肝
1	易性别癖
0	癖别性易
1	氮质血症
0	症血质氮
1	足畸形
0	形畸足
1	多克隆型冷球蛋白血症
0	症血白蛋球冷型隆克多
1	血管过敏性炎症
0	症炎性敏过管血
1	对称性肌无力
0	力无肌性称对
1	块状痰
0	痰状块
1	脑器质性精神障碍
0	碍障神精性质器脑
1	强迫观念
0	念观迫强
1	持续性疼痛
0	痛疼性续持
1	腕关节向尺侧偏斜时桡侧出现剧痛
0	痛剧现出侧桡时斜偏侧尺向节关腕
1	肺动脉杂音
0	音杂脉动肺
1	头昏眼花
0	花眼昏头
1	脊髓前角病变
0	变病角前髓脊
1	偏侧不注意
0	意注不侧偏
1	骨斑点
0	点斑骨
1	外伤性低位截瘫
0	瘫截位低性伤外
1	眼前冒紫烟
0	烟紫冒前眼
1	血虚
0	虚血
1	动眼危象
0	象危眼动
1	偏斜骨盆
0	盆骨斜偏
1	交替脉
0	脉替交
1	全身弥漫性潮红
0	红潮性漫弥身全
1	顽固性疼痛
0	痛疼性固顽
1	呼吸浅慢
0	慢浅吸呼
1	腓肠肌压痛
0	痛压肌肠腓
1	晚发月经
0	经月发晚
1	产后恶露不净有臭味
0	味臭有净不露恶后产
1	眼球内陷
0	陷内球眼
1	皮肤钙沉着
0	着沉钙肤皮
1	脓鼻涕增多且不易擤尽
0	尽擤易不且多增涕鼻脓
1	皮肤黏膜紫斑
0	斑紫膜黏肤皮
1	颌突畸形
0	形畸突颌
1	巨大颅骨缺损
0	损缺骨颅大巨
1	手指和足趾无痛性软组织肿块
0	块肿织组软性痛无趾足和指手
1	泌乳障碍
0	碍障乳泌
1	缄默症
0	症默缄
1	白色尿液
0	液尿色白
1	肢体远侧常有麻痛
0	痛麻有常侧远体肢
1	腹部血管杂音
0	音杂管血部腹
1	神经伤
0	伤经神
1	灼痛
0	痛灼
1	前期妊娠反应
0	应反娠妊期前
1	扭伤
0	伤扭
1	背部长痘
0	痘长部背
1	毛囊角栓
0	栓角囊毛
1	脂肪代谢障碍
0	碍障谢代肪脂
1	湿疣
0	疣湿
1	肛管狭窄
0	窄狭管肛
1	红鼻头
0	头鼻红
1	胰腺外分泌功能不良
0	良不能功泌分外腺胰
1	反复舔吮口唇
0	唇口吮舔复反
1	掌跖发红
0	红发跖掌
1	胆囊增大
0	大增囊胆
1	假日心脏综合征
0	征合综脏心日假
1	单纯骨折
0	折骨纯单
1	鼻翼两侧脱皮
0	皮脱侧两翼鼻
1	脾功能亢进
0	进亢能功脾
1	高热不退
0	退不热高
1	颈椎间盘突出
0	出突盘间椎颈
1	核黄疸
0	疸黄核
1	发热伴咳嗽、咯痰、胸痛
0	痛胸、痰咯、嗽咳伴热发
1	尿道口有红斑和水肿
0	肿水和斑红有口道尿
1	胃丢失蛋白
0	白蛋失丢胃
1	上睑下垂
0	垂下睑上
1	肾小球滤过率下降
0	降下率过滤球小肾
1	胃食管反流症状
0	状症流反管食胃
1	疥疮结节
0	节结疮疥
1	枕部疼痛
0	痛疼部枕
1	静脉内持续性血流
0	流血性续持内脉静
1	呼吸功能衰竭
0	竭衰能功吸呼
1	眼花
0	花眼
1	感觉性共济失调步态
0	态步调失济共性觉感
1	大块肝细胞坏死
0	死坏胞细肝块大
1	方肩畸形
0	形畸肩方
1	寒战
0	战寒
1	病理性醉酒
0	酒醉性理病
1	真性菌尿
0	尿菌性真
1	干胁痛
0	痛胁干
1	面部蝶形红斑
0	斑红形蝶部面
1	基底节出血
0	血出节底基
1	血肿形成
0	成形肿血
1	瘀斑
0	斑瘀
1	肠道转运障碍
0	碍障运转道肠
1	瞳孔大小不等
0	等不小大孔瞳
1	痴笑
0	笑痴
1	新生儿脐部出血
0	血出部脐儿生新
1	进食呕吐
0	吐呕食进
1	站立不稳
0	稳不立站
1	HIV感染
0	染感VIH
1	溃疡外观呈菜花样
0	样花菜呈观外疡溃
1	血浆胆固醇水平高
0	高平水醇固胆浆血
1	胰腺纤维化
0	化维纤腺胰
1	扁桃体上有灰色膜
0	膜色灰有上体桃扁
1	层状鱼鳞癣
0	癣鳞鱼状层
1	喉肌无力
0	力无肌喉
1	皮肤的非干酪性肉芽肿
0	肿芽肉性酪干非的肤皮
1	骨外团块
0	块团外骨
1	躯干畸形弯曲
0	曲弯形畸干躯
1	皮质胶质增生
0	生增质胶质皮
1	发育性骨盆异常
0	常异盆骨性育发
1	咽喉干燥及灼热感
0	感热灼及燥干喉咽
1	胎儿不完全臀先露
0	露先臀全完不儿胎
1	失读
0	读失
1	难免早产
0	产早免难
1	乏力
0	力乏
1	妊娠期间甲亢
0	亢甲间期娠妊
1	桶状胸
0	胸状桶
1	颈部粗
0	粗部颈
1	转氨酶异常增高
0	高增常异酶氨转
1	齿龈有蓝线
0	线蓝有龈齿
1	阴道口局部红肿热痛
0	痛热肿红部局口道阴
1	光过敏
0	敏过光
1	跖纹
0	纹跖
1	表演型人格障碍
0	碍障格人型演表
1	全身皮肤粗厚
0	厚粗肤皮身全
1	颅内出血
0	血出内颅
1	四肢对称性软瘫
0	瘫软性称对肢四
1	绿色弱
0	弱色绿
1	急性阴道感染
0	染感道阴性急
1	劳累后感觉胸闷
0	闷胸觉感后累劳
1	眼前发黑
0	黑发前眼
1	呛咳
0	咳呛
1	神经束内神经纤维损伤
0	伤损维纤经神内束经神
1	肢体运动不协调
0	调协不动运体肢
1	核上性垂直性眼肌瘫痪
0	痪瘫肌眼性直垂性上核
1	巨乳
0	乳巨
1	鼻唇沟变浅
0	浅变沟唇鼻
1	去质状态
0	态状质去
1	肾小球有病理形态改变
0	变改态形理病有球小肾
1	胃石形成
0	成形石胃
1	睡眠节律紊乱
0	乱紊律节眠睡
1	过度换气引起晕厥
0	厥晕起引气换度过
1	缺铁性贫血
0	血贫性铁缺
1	声音嘶哑
0	哑嘶音声
1	肌腱囊肿
0	肿囊腱肌
1	鼻子发黑
0	黑发子鼻
1	残株型骨折
0	折骨型株残
1	绿色尿
0	尿色绿
1	皮质性遗忘症
0	症忘遗性质皮
1	生理性腹泻
0	泻腹性理生
1	强迫型人格障碍
0	碍障格人型迫强
1	突发、无痛的局部水肿
0	肿水部局的痛无、发突
1	臀沟下垂状跛行步态
0	态步行跛状垂下沟臀
1	小儿哭闹不安
0	安不闹哭儿小
1	锥体束病损
0	损病束体锥
1	腹痛伴血尿
0	尿血伴痛腹
1	盆腔包块
0	块包腔盆
1	种植播散
0	散播植种
1	胎盘前置
0	置前盘胎
1	牙移位
0	位移牙
1	毒性表现
0	现表性毒
1	酒精中毒性偏执状态
0	态状执偏性毒中精酒
1	脉压缩小
0	小缩压脉
1	胸腔出口综合征
0	征合综口出腔胸
1	指甲干瘪
0	瘪干甲指
1	运动或情绪激动诱发的胸痛
0	痛胸的发诱动激绪情或动运
1	手掌疤痕畸形
0	形畸痕疤掌手
1	腺体结节
0	节结体腺
1	直腿伸踝试验阳性
0	性阳验试踝伸腿直
1	下肢动作沉重
0	重沉作动肢下
1	指(趾)麻木
0	木麻)趾(指
1	肝掌
0	掌肝
1	夜间盗汗
0	汗盗间夜
1	手臂肌肉拉伤
0	伤拉肉肌臂手
1	婴儿说话晚
0	晚话说儿婴
1	前臂外侧和手指触电样疼痛
0	痛疼样电触指手和侧外臂前
1	青春前期闭经
0	经闭期前春青
1	直立性低血压晕厥
0	厥晕压血低性立直
1	瘀血积聚
0	聚积血瘀
1	毛细血管扩张症
0	症张扩管血细毛
1	孕妇胃痛
0	痛胃妇孕
1	象限性偏盲
0	盲偏性限象
1	腭部有黑色焦痂
0	痂焦色黑有部腭
1	偏执型人格障碍
0	碍障格人型执偏
1	腕关节桡侧部位的疼痛
0	痛疼的位部侧桡节关腕
1	卧床不起
0	起不床卧
1	孕产妇腰痛
0	痛腰妇产孕
1	经期延长
0	长延期经
1	遗传性果糖不耐受
0	受耐不糖果性传遗
1	运动性忽略症
0	症略忽性动运
1	伸指无力
0	力无指伸
1	睡觉背部酸痛
0	痛酸部背觉睡
1	水钠的蓄积
0	积蓄的钠水
1	阴茎损伤
0	伤损茎阴
1	寰枢脱位
0	位脱枢寰
1	额叶癫痫的扣带回发作
0	作发回带扣的痫癫叶额
1	急性尿潴留
0	留潴尿性急
1	第5指短小弯曲
0	曲弯小短指5第
1	心包破损伤
0	伤损破包心
1	尿道弥漫性浸润
0	润浸性漫弥道尿
1	反复肺不张
0	张不肺复反
1	皮肤硬化
0	化硬肤皮
1	脂溶性维生素缺乏
0	乏缺素生维性溶脂
1	眶周青紫
0	紫青周眶
1	胆囊运动障碍
0	碍障动运囊胆
1	手握物无力
0	力无物握手
1	臀中肌麻痹步态
0	态步痹麻肌中臀
1	促甲状腺激素释放激素缺乏
0	乏缺素激放释素激腺状甲促
1	盲点
0	点盲
1	"E"字征
0	征字"E"
1	股骨近侧端变宽
0	宽变端侧近骨股
1	回盲瓣功能不全
0	全不能功瓣盲回
1	妊娠后期水肿
0	肿水期后娠妊
1	灰白色结节
0	节结色白灰
1	尿蛋白
0	白蛋尿
1	蓝色视野缺损
0	损缺野视色蓝
1	呼吸急促
0	促急吸呼
1	排痰无力
0	力无痰排
1	上半身热刺激性多汗
0	汗多性激刺热身半上
1	沮丧
0	丧沮
1	呆滞
0	滞呆
1	贫血貌
0	貌血贫
1	视网膜静脉纡曲怒张
0	张怒曲纡脉静膜网视
1	下颌后缩
0	缩后颌下
1	右心衰竭
0	竭衰心右
1	健忘性失语
0	语失性忘健
1	颈部潮红
0	红潮部颈
1	腰臀部广泛性疼痛并向下放射
0	射放下向并痛疼性泛广部臀腰
1	肠外结核
0	核结外肠
1	结膜变浅或变苍白
0	白苍变或浅变膜结
1	母婴ABO血型不合
0	合不型血OBA婴母
1	食指不明原因疼痛
0	痛疼因原明不指食
1	血管畸形
0	形畸管血
1	黄斑盘状变性
0	性变状盘斑黄
1	排钾过多
0	多过钾排
1	气体弥散障碍
0	碍障散弥体气
1	产褥期幻觉妄想状态
0	态状想妄觉幻期褥产
1	中毒性巨结肠
0	肠结巨性毒中
1	眼睛刺痛
0	痛刺睛眼
1	巨痕症
0	症痕巨
1	小脑性共济失调
0	调失济共性脑小
1	子宫痉挛性狭窄环
0	环窄狭性挛痉宫子
1	昏睡
0	睡昏
1	水肿伴呼吸困难、紫绀
0	绀紫、难困吸呼伴肿水
1	临产后阵痛剧烈
0	烈剧痛阵后产临
1	癫痫的全身强直-阵挛发作
0	作发挛阵-直强身全的痫癫
1	外眼源性眩晕
0	晕眩性源眼外
1	肛区为皮肤覆盖
0	盖覆肤皮为区肛
1	手指撞伤
0	伤撞指手
1	股三角区压痛
0	痛压区角三股
1	心率增快
0	快增率心
1	滑膜增厚
0	厚增膜滑
1	伴厌食恶心
0	心恶食厌伴
1	角膜瘘
0	瘘膜角
1	气管移位
0	位移管气
1	代谢性酸中毒
0	毒中酸性谢代
1	嗅觉倒错
0	错倒觉嗅
1	卵巢性闭经
0	经闭性巢卵
1	贫血
0	血贫
1	鳞屑样痂皮
0	皮痂样屑鳞
1	暴晒后的皮肤损害
0	害损肤皮的后晒暴
1	皮肤湿毒
0	毒湿肤皮
1	睾丸微小
0	小微丸睾
1	数脉
0	脉数
1	开放性损伤
0	伤损性放开
1	喉鸣声
0	声鸣喉
1	腺性或囊性膀胱炎
0	炎胱膀性囊或性腺
1	指纹皱瘪
0	瘪皱纹指
1	食物过敏
0	敏过物食
1	弥漫性下腰痛
0	痛腰下性漫弥
1	喉头痉挛
0	挛痉头喉
1	气不摄血
0	血摄不气
1	血中钙离子过高
0	高过子离钙中血
1	气管阻塞
0	塞阻管气
1	眼睑脓肿
0	肿脓睑眼
1	肌肉撕裂
0	裂撕肉肌
1	剧烈神经根性痛
0	痛性根经神烈剧
1	尿道结石
0	石结道尿
1	手足多汗
0	汗多足手
1	萎缩性痤疮
0	疮痤性缩萎
1	热痰口臭
0	臭口痰热
1	烧伤后脉搏增速
0	速增搏脉后伤烧
1	乳头溢出血性或棕色浆液性液体
0	体液性液浆色棕或性血出溢头乳
1	手腕肿痛及掌屈活动受限
0	限受动活屈掌及痛肿腕手
1	眉间皱纹
0	纹皱间眉
1	胃阴虚
0	虚阴胃
1	频发室性期前收缩
0	缩收前期性室发频
1	咳嗽伴体重减轻
0	轻减重体伴嗽咳
1	情志内伤
0	伤内志情
1	硬下疳
0	疳下硬
1	宫腔分离
0	离分腔宫
1	经期肿胀
0	胀肿期经
1	牙列稀疏
0	疏稀列牙
1	长骨骨骺端钙化不全
0	全不化钙端骺骨骨长
1	呃逆
